position_id,trade_id,fill_id,fill_role,candidate_id,order_intent_id,pending_order_id,shares,price,fee,risk_cash_added
pos_0430f5fcd40c86a2,trade_59920cf44a5a0c49,fill_762f96a75c2d3ddc,pyramid_add,cand_fd80f613e72b90ae,intent_4c4ffec47b67f98d,pend_962e0bb4fc8d23c0,200,24.222105,5.000000,185.501000
pos_51c8ea4d3d28f063,trade_1d85474cde11f119,fill_6948e82527c66a8d,final_exit,cand_235d13b697e8cbfa,intent_b3e451c7af22e7d9,pend_f1a1be876f754604,800,16.081955,11.561438,0.000000
pos_c611911a8a95a70e,trade_7dce19bdc9368596,fill_d6065580fd3e2a36,initial_entry,cand_8d1c58764c6021b6,intent_832646cccfe2dd73,pend_e6462b3e6c8cbc19,100,79.059510,5.079060,477.551000
pos_67180380bcf9588d,trade_661b6bdf93a36714,fill_97834f5d897cc32c,final_exit,cand_9eeec22227227f43,intent_36ddd8c674426ba4,pend_7a2271da68bea487,100,31.934025,6.596701,0.000000
pos_a315a500fccf3dcf,trade_888145d16ff5d8b6,fill_8e7bd0cbc32196bd,initial_entry,cand_a72535d507262df6,intent_34580949fcddf879,pend_a3e16024ae51708e,100,27.413700,5.027414,104.190000
pos_4b616e7a705c98a2,trade_b1b6268d2252f571,fill_d156fa572e404d27,final_exit,cand_6215266782bf8ea7,intent_9b8f4825756334ba,pend_83c4b9311d1bb57f,1700,8.245875,12.149174,0.000000
pos_c611911a8a95a70e,trade_7dce19bdc9368596,fill_06ae582f39113c7b,final_exit,cand_8d1c58764c6021b6,intent_832646cccfe2dd73,pend_e6462b3e6c8cbc19,100,78.410775,8.998950,0.000000
pos_36826ff595463745,trade_efa5f6624cd578db,fill_29e864f946bdb444,initial_entry,cand_37738499082f6485,intent_9b13edd2442e3f38,pend_2ec38b15f46414b8,700,20.010000,5.000000,732.900000
pos_2453df1576b2712c,trade_4154e5f88fee5402,fill_93d99f0743fd0f06,initial_entry,cand_60247cc3ece7e7cb,intent_4445a9feff8df63b,pend_530d192c0fc13ec3,200,41.350665,5.000000,586.933000
pos_daa77141a3bdb6e9,trade_d16dda0a1b3637b5,fill_44139a2462a526cd,initial_entry,cand_0c02e42f10a599b5,intent_646aceeb4bfb4d3a,pend_3176d2aa5df0db8d,200,7.873935,5.000000,93.027000
pos_0430f5fcd40c86a2,trade_59920cf44a5a0c49,fill_20d44dd7043d9d8c,final_exit,cand_fd80f613e72b90ae,intent_4c4ffec47b67f98d,pend_962e0bb4fc8d23c0,600,23.868060,12.160418,0.000000
pos_a315a500fccf3dcf,trade_888145d16ff5d8b6,fill_409d1e93d2670e87,final_exit,cand_a72535d507262df6,intent_34580949fcddf879,pend_a3e16024ae51708e,100,30.684650,6.564917,0.000000
pos_2453df1576b2712c,trade_4154e5f88fee5402,fill_d6353e29c0ee1d56,final_exit,cand_60247cc3ece7e7cb,intent_4445a9feff8df63b,pend_530d192c0fc13ec3,200,38.980500,8.898050,0.000000
pos_36826ff595463745,trade_efa5f6624cd578db,fill_e52b079a98b96cd2,final_exit,cand_37738499082f6485,intent_9b13edd2442e3f38,pend_2ec38b15f46414b8,700,19.240375,11.734131,0.000000
pos_daa77141a3bdb6e9,trade_d16dda0a1b3637b5,fill_dda0abf5834f1a4f,final_exit,cand_0c02e42f10a599b5,intent_646aceeb4bfb4d3a,pend_3176d2aa5df0db8d,200,7.286355,5.728636,0.000000
pos_46689c25554d783a,trade_8171f8ae4cc82ca7,fill_eb995b2797042992,initial_entry,cand_d779e30efdc34a5d,intent_29f1fae98aa5815a,pend_a110c18a16c21627,1300,10.905450,5.141771,761.865000
pos_ae6e197ee7a6b08a,trade_bde98ededde7b817,fill_00065775f59b7321,initial_entry,cand_d9c1cec06fc40e26,intent_0b6449b257bb868d,pend_6d1d1f149782443e,200,56.258115,5.112516,691.143000
pos_9a99c4617b538339,trade_b48286960a221249,fill_ce3309eb15eaec42,initial_entry,cand_581e18fb6938cb4d,intent_1a43dc3f1aa67584,pend_0f5c0206ea51ea1e,1300,10.385190,5.000000,595.127000
pos_99ab2cb2294a1e37,trade_1965e75f746eee80,fill_a19f4e4c96f34ce3,initial_entry,cand_26d34deafb8c80f6,intent_b18aa654f8c79478,pend_1fb0daa56318282a,200,55.097535,5.000000,266.947000
pos_ae6e197ee7a6b08a,trade_bde98ededde7b817,fill_6e4d02e9f82df300,final_exit,cand_d9c1cec06fc40e26,intent_0b6449b257bb868d,pend_6d1d1f149782443e,200,50.574700,10.158619,0.000000
pos_99ab2cb2294a1e37,trade_1965e75f746eee80,fill_01519250d2d5026a,final_exit,cand_26d34deafb8c80f6,intent_b18aa654f8c79478,pend_1fb0daa56318282a,200,60.419775,11.041978,0.000000
pos_f086038254550180,trade_abfc7a684458f2e4,fill_60e907a13ac9baba,initial_entry,cand_1ff9618e6e6f76cc,intent_83b2d95106d892ae,pend_2adb2a06707464ea,200,61.490730,5.000000,640.066000
pos_9a99c4617b538339,trade_b48286960a221249,fill_8fc7c317b0a061f8,final_exit,cand_581e18fb6938cb4d,intent_1a43dc3f1aa67584,pend_0f5c0206ea51ea1e,1300,10.044975,11.529234,0.000000
pos_260ab71a4807adbd,trade_68c23e2ecd9fcb2c,fill_022db3d841e7b52d,initial_entry,cand_2696e5d1b52bfb37,intent_7ede09b417116cf3,pend_c409017205090fdf,2500,4.362180,5.000000,345.950000
pos_8c5f32eb38b82a82,trade_1fa29297585765f3,fill_acaf3ce1a30a5ef2,initial_entry,cand_8548b3fbdecebfc0,intent_e885a92f1d94b4df,pend_a1ff7d981c688b03,100,97.518735,5.097519,735.873500
pos_21aaac152dddffd5,trade_881ab7f3edbc8cc2,fill_f4c08ae9723bdd8c,initial_entry,cand_707c5b49dfa1527f,intent_6aec17891f31706d,pend_0780efd3d85cea73,500,27.833910,5.000000,662.455000
pos_46689c25554d783a,trade_8171f8ae4cc82ca7,fill_3cb5eba4fdb1ca86,final_exit,cand_d779e30efdc34a5d,intent_29f1fae98aa5815a,pend_a110c18a16c21627,1300,10.604695,12.030913,0.000000
pos_260ab71a4807adbd,trade_68c23e2ecd9fcb2c,fill_c6a62d6e8bc62fb5,final_exit,cand_2696e5d1b52bfb37,intent_7ede09b417116cf3,pend_c409017205090fdf,2500,4.587705,10.734631,0.000000
pos_f086038254550180,trade_abfc7a684458f2e4,fill_79851cc23246ef14,final_exit,cand_1ff9618e6e6f76cc,intent_83b2d95106d892ae,pend_2adb2a06707464ea,200,72.283840,12.228384,0.000000
pos_21aaac152dddffd5,trade_881ab7f3edbc8cc2,fill_0f3e0a39413c58a0,final_exit,cand_707c5b49dfa1527f,intent_6aec17891f31706d,pend_0780efd3d85cea73,500,25.757115,11.439279,0.000000
pos_e073e0dea53039e3,trade_04a0921077523c14,fill_c03ec6044519f302,initial_entry,cand_605e77e38be63654,intent_c75b9b0171e3983c,pend_6f9ff936de3f03f3,800,17.908950,5.143272,450.360000
pos_8c5f32eb38b82a82,trade_1fa29297585765f3,fill_d91264058202ab13,final_exit,cand_8548b3fbdecebfc0,intent_e885a92f1d94b4df,pend_a1ff7d981c688b03,100,92.953500,9.740628,0.000000
pos_05b8e80c62318870,trade_5fac608cdea53498,fill_1807366d3d266d16,initial_entry,cand_69e00d7dd88d239b,intent_6fbafeb829367332,pend_10b777c5c8d0c777,700,20.430210,5.000000,622.307000
pos_b397ae1e166373c9,trade_8f42d32bbeadb19a,fill_47a3c3187871c3fb,initial_entry,cand_e87ae7d2ea64838f,intent_349f4d2fd5e13361,pend_f330ecb1216a1d4a,800,18.269130,5.146153,487.624000
pos_7c797d9b09c53e51,trade_4640ec92f5092768,fill_cc60071011694330,initial_entry,cand_1c83a73d5dfe7b57,intent_5096165b10e40413,pend_4efa872e24447861,2200,6.803400,5.000000,802.560000
pos_e073e0dea53039e3,trade_04a0921077523c14,fill_3af37f8e7908f593,final_exit,cand_605e77e38be63654,intent_c75b9b0171e3983c,pend_6f9ff936de3f03f3,800,17.901045,12.303626,0.000000
pos_b397ae1e166373c9,trade_8f42d32bbeadb19a,fill_b38c138fcbdce2cc,pyramid_add,cand_e87ae7d2ea64838f,intent_349f4d2fd5e13361,pend_f330ecb1216a1d4a,200,18.709350,5.037419,206.030000
pos_02e35ccfaf6fcd50,trade_b9d3f1a42d79f311,fill_cb6be1e015610adb,initial_entry,cand_e1233d32cdafcfb8,intent_6da22227eb6b082f,pend_c97daf03aa4d408d,100,56.058015,5.000000,235.401500
pos_7c797d9b09c53e51,trade_4640ec92f5092768,fill_672ae626fd72863f,final_exit,cand_1c83a73d5dfe7b57,intent_5096165b10e40413,pend_4efa872e24447861,2200,8.285855,14.114441,0.000000
pos_93799f2bd6724110,trade_7697669c0ab1531a,fill_66f53629001ee403,initial_entry,cand_29debcf2b6bc58c2,intent_4befd1f8e998b36b,pend_684aacc00782e571,500,25.792890,5.000000,999.245000
pos_93799f2bd6724110,trade_7697669c0ab1531a,fill_eef1650913485fba,pyramid_add,cand_29debcf2b6bc58c2,intent_4befd1f8e998b36b,pend_684aacc00782e571,200,25.812900,5.000000,248.860000
pos_27ba2325a7b2e4e5,trade_46acaafda26061d9,fill_8f4af2e5e03c0fc5,initial_entry,cand_2be882fe46977565,intent_00b1d62912cd678d,pend_22f7d7df0f720d06,100,18.959475,5.018959,76.087500
pos_05b8e80c62318870,trade_5fac608cdea53498,fill_602c9086e642a120,final_exit,cand_69e00d7dd88d239b,intent_6fbafeb829367332,pend_10b777c5c8d0c777,700,24.287850,13.500748,0.000000
pos_02e35ccfaf6fcd50,trade_b9d3f1a42d79f311,fill_6c0dc3d5dcb36a87,final_exit,cand_e1233d32cdafcfb8,intent_6da22227eb6b082f,pend_c97daf03aa4d408d,100,67.966000,8.398300,0.000000
pos_93799f2bd6724110,trade_7697669c0ab1531a,fill_f5f455bd7d6d58c6,final_exit,cand_29debcf2b6bc58c2,intent_4befd1f8e998b36b,pend_684aacc00782e571,700,24.237875,13.483256,0.000000
pos_5c40c386758e9992,trade_bac782169d9f0241,fill_423f7c9cebf5bf76,initial_entry,cand_8bbde6c8324f7ab8,intent_2b01aa146ea88989,pend_d029a37b785f852e,400,33.416700,5.133667,1006.920000
pos_976b2d7832cf9863,trade_37352eae1740e418,fill_06f2c16ecdf8ef07,initial_entry,cand_bb7b342f9082c168,intent_52d8a1edb4d822fe,pend_f8d2605cac5f106e,600,13.776885,5.000000,498.651000
pos_24df102e56202f49,trade_176cd6f5f93dfaab,fill_a44fb04e3b424220,initial_entry,cand_b81067ed34d167bd,intent_d015c296bf6a19b0,pend_7c81f3ee63cb101f,2100,7.503750,5.000000,755.055000
pos_24df102e56202f49,trade_176cd6f5f93dfaab,fill_bf1a69bb2d039092,pyramid_add,cand_b81067ed34d167bd,intent_d015c296bf6a19b0,pend_7c81f3ee63cb101f,700,7.673835,5.000000,288.424500
pos_b397ae1e166373c9,trade_8f42d32bbeadb19a,fill_a5394a96aa683a3c,final_exit,cand_e87ae7d2ea64838f,intent_349f4d2fd5e13361,pend_f330ecb1216a1d4a,1000,18.200895,14.282456,0.000000
pos_976b2d7832cf9863,trade_37352eae1740e418,fill_ded16b67fe699011,final_exit,cand_bb7b342f9082c168,intent_52d8a1edb4d822fe,pend_f8d2605cac5f106e,600,11.654170,8.496251,0.000000
pos_27ba2325a7b2e4e5,trade_46acaafda26061d9,fill_5113ceaf42628a65,final_exit,cand_2be882fe46977565,intent_00b1d62912cd678d,pend_22f7d7df0f720d06,100,19.620185,6.000629,0.000000
pos_5c40c386758e9992,trade_bac782169d9f0241,fill_b334a1c41ae3f2b8,final_exit,cand_8bbde6c8324f7ab8,intent_2b01aa146ea88989,pend_d029a37b785f852e,400,33.992995,11.934571,0.000000
pos_975375f228d13e06,trade_aea3c6bdcb4d20b9,fill_a6c50fd17c5d95e2,initial_entry,cand_b6cf0a9327b857a3,intent_29f38259d5413d51,pend_d1934310ba66712f,2600,6.153075,5.000000,888.355000
pos_420fb5a6f81bd619,trade_9f3c36afca5ea678,fill_b4d0f8c433936065,initial_entry,cand_4a4608029807c99a,intent_c449725ec7b6c04f,pend_457f2f901cdcfb57,900,5.282640,5.047544,150.336000
pos_9970521fdbc76115,trade_c25c05b7479d8025,fill_8284b520ec60e3e8,initial_entry,cand_90f6178a6e25c342,intent_36882b51fad25ed0,pend_5b67e011f2df96cf,1300,10.535265,5.000000,790.224500
pos_ef69b6bc872e8eb1,trade_aa84f5a24d05fe9f,fill_f9c7108994afdc4e,initial_entry,cand_56f0c153daf8fbe3,intent_1cec853bb2ae1d6c,pend_7fae5d79bbf00af9,400,36.038010,5.000000,577.604000
pos_9970521fdbc76115,trade_c25c05b7479d8025,fill_420738b722897dfe,final_exit,cand_90f6178a6e25c342,intent_36882b51fad25ed0,pend_5b67e011f2df96cf,1300,10.604695,11.893052,0.000000
pos_ef69b6bc872e8eb1,trade_aa84f5a24d05fe9f,fill_6e9e9185d507d791,final_exit,cand_56f0c153daf8fbe3,intent_1cec853bb2ae1d6c,pend_7fae5d79bbf00af9,400,36.081950,12.216390,0.000000
pos_bcfc7227f9f09cc5,trade_8f9139caafacfd77,fill_09ffa0a84ae88ec2,initial_entry,cand_48f006dfe8be48ee,intent_35c9fe714f184810,pend_3ad59f4222136584,300,22.861425,5.000000,284.587500
pos_bcfc7227f9f09cc5,trade_8f9139caafacfd77,fill_b6eb35237f189b02,pyramid_add,cand_48f006dfe8be48ee,intent_35c9fe714f184810,pend_3ad59f4222136584,100,23.801895,5.000000,145.789500
pos_06554781c91cfa1e,trade_d556c11c4c8112ab,fill_d5a83f36af052f97,initial_entry,cand_f3ea3de5a3e613b8,intent_908e521d4a40c792,pend_0b9af60a10bb0efa,1800,4.342170,5.078159,336.546000
pos_24df102e56202f49,trade_176cd6f5f93dfaab,fill_e0f0c19247187301,final_exit,cand_b81067ed34d167bd,intent_d015c296bf6a19b0,pend_7c81f3ee63cb101f,2800,8.075960,16.959516,0.000000
pos_975375f228d13e06,trade_aea3c6bdcb4d20b9,fill_4d01cc75bc135b5c,final_exit,cand_b6cf0a9327b857a3,intent_29f38259d5413d51,pend_d1934310ba66712f,2600,6.006995,12.809093,0.000000
pos_420fb5a6f81bd619,trade_9f3c36afca5ea678,fill_a51cee9dd41b5017,final_exit,cand_4a4608029807c99a,intent_c449725ec7b6c04f,pend_457f2f901cdcfb57,900,5.187405,7.381019,0.000000
pos_bcfc7227f9f09cc5,trade_8f9139caafacfd77,fill_d0f6d9517318b135,final_exit,cand_48f006dfe8be48ee,intent_35c9fe714f184810,pend_3ad59f4222136584,400,23.728130,9.745626,0.000000
pos_6cef4fb2a0e54ed6,trade_7262d464e0450e60,fill_2d69e2b2da897970,initial_entry,cand_f229a9662f6ae995,intent_e7381b48fe1e6dec,pend_2e7c8568d6ce5fc0,1000,11.305650,5.000000,986.250000
pos_06554781c91cfa1e,trade_d556c11c4c8112ab,fill_07fed9d01ea62e16,final_exit,cand_f3ea3de5a3e613b8,intent_908e521d4a40c792,pend_0b9af60a10bb0efa,1800,4.107945,8.771094,0.000000
pos_4d8fa4795a1ac5aa,trade_cf35719e42813999,fill_5b1a9c31b4a6e5fe,initial_entry,cand_acb8afc3598dc537,intent_01c119f3b122e6d7,pend_45ba559da677d35b,1300,11.705850,5.152176,923.325000
pos_2de254ef44b1bbb2,trade_d365fd0db25d7730,fill_e90ab617b45bb460,initial_entry,cand_1baa10b65075d8dd,intent_2a4f60223a561fec,pend_ca3872de27a31753,3600,4.152075,5.149475,341.550000
pos_4d8fa4795a1ac5aa,trade_cf35719e42813999,fill_7e407b4a159e009d,final_exit,cand_acb8afc3598dc537,intent_01c119f3b122e6d7,pend_45ba559da677d35b,1300,10.094950,11.692952,0.000000
pos_c520d340cd107c7d,trade_6525dbd286bea2b5,fill_8f4f1bbfe35556d1,initial_entry,cand_652506f880cb9e61,intent_b14a3f5284063e18,pend_093d9cf2c1e4676c,400,27.513750,5.110055,735.100000
pos_6cef4fb2a0e54ed6,trade_7262d464e0450e60,fill_e2e8df4c0a64a95a,final_exit,cand_f229a9662f6ae995,intent_e7381b48fe1e6dec,pend_2e7c8568d6ce5fc0,1000,9.685155,9.842578,0.000000
pos_2de254ef44b1bbb2,trade_d365fd0db25d7730,fill_90c2bf912c71fb69,final_exit,cand_1baa10b65075d8dd,intent_2a4f60223a561fec,pend_ca3872de27a31753,3600,4.097950,12.523836,0.000000
pos_2ae489403d6df5e6,trade_227cf3be845c5366,fill_29ba9090851a20c3,initial_entry,cand_e78444eaabf3e66f,intent_17635da8d4bee5d3,pend_01ac904b8d85fdc4,1100,12.506250,5.000000,475.915000
pos_4b8cbec8a22d8f42,trade_321f8cadf8fe1d31,fill_79508907406e4fe9,initial_entry,cand_e90bbb40deb4c576,intent_5c8f13edcad31df8,pend_5d2014c5a32e6d0c,300,40.250115,5.000000,708.994500
pos_c9a9fd48ea620da1,trade_800b5fc21f7a1b69,fill_465badcd04671ee7,initial_entry,cand_b41f1033773f66aa,intent_202de8b27d42fc35,pend_ee603780f787d7cf,3200,4.582290,5.000000,833.568000
pos_c520d340cd107c7d,trade_6525dbd286bea2b5,fill_dfe08ec838d6025e,final_exit,cand_652506f880cb9e61,intent_b14a3f5284063e18,pend_093d9cf2c1e4676c,400,25.987000,10.301348,0.000000
pos_2ae489403d6df5e6,trade_227cf3be845c5366,fill_a844c36bf6eddf10,final_exit,cand_e78444eaabf3e66f,intent_17635da8d4bee5d3,pend_01ac904b8d85fdc4,1100,11.764115,11.470263,0.000000
pos_c9a9fd48ea620da1,trade_800b5fc21f7a1b69,fill_20419a9935964514,final_exit,cand_b41f1033773f66aa,intent_202de8b27d42fc35,pend_ee603780f787d7cf,3200,4.117940,11.588704,0.000000
pos_ea67d8cb3c48f070,trade_ecb07a271f5daf07,fill_54f4206597aa5df2,initial_entry,cand_026b4bb3716791e3,intent_688b6eecb9c43b0f,pend_0ad4ee801bbaeded,600,16.638315,5.099830,527.949000
pos_913604931d03ed10,trade_60f81a55094e64d4,fill_1475a4ccf73bed25,initial_entry,cand_ca18d018a3df3402,intent_756c8a42554a9f4b,pend_8e9abe43f95fe644,100,11.915955,5.000000,112.615500
pos_0a589a244bd2c3ca,trade_33e9f061cd7cb352,fill_7e913907fd84d2cd,initial_entry,cand_3cd61b91ebd2a62d,intent_8f032b6935293db4,pend_0b270af3f87515af,500,26.353170,5.131766,627.685000
pos_3b88fbbb04ea4243,trade_48280a57ea63fc7b,fill_f706cd18ae386bb7,initial_entry,cand_c7eaafbda6ff80a0,intent_7644270830d6dba5,pend_fcbf1959c22503e0,100,22.731360,5.022731,97.536000
pos_913604931d03ed10,trade_60f81a55094e64d4,fill_e09f9135a52e7d90,final_exit,cand_ca18d018a3df3402,intent_756c8a42554a9f4b,pend_8e9abe43f95fe644,100,10.144925,5.507246,0.000000
pos_ea67d8cb3c48f070,trade_ecb07a271f5daf07,fill_55bd43a8f9ca88e6,final_exit,cand_026b4bb3716791e3,intent_688b6eecb9c43b0f,pend_0ad4ee801bbaeded,600,16.761615,10.129054,0.000000
pos_0a589a244bd2c3ca,trade_33e9f061cd7cb352,fill_122ac90af9d7a538,final_exit,cand_3cd61b91ebd2a62d,intent_8f032b6935293db4,pend_0b270af3f87515af,500,25.417285,11.481408,0.000000
pos_3b88fbbb04ea4243,trade_48280a57ea63fc7b,fill_c421e5b8717df17e,final_exit,cand_c7eaafbda6ff80a0,intent_7644270830d6dba5,pend_fcbf1959c22503e0,100,22.228880,6.133673,0.000000
pos_a54811c77833abda,trade_a5750a70656a7408,fill_0adc105a61aaef40,initial_entry,cand_39bf731eeb7dcbe0,intent_ec9c3ddbb9032ad4,pend_b7f62430a22b14a8,100,105.862905,5.000000,819.610500
pos_70b5f5c4af58cf19,trade_4a9cd9fd1314bb81,fill_b0930c5759cc2606,initial_entry,cand_1945fc7e9ee56ea5,intent_5c17cef10d43f13f,pend_89ff58222cc30141,200,11.525760,5.000000,127.592000
pos_4b8cbec8a22d8f42,trade_321f8cadf8fe1d31,fill_68ea86a3e1a76e50,final_exit,cand_e90bbb40deb4c576,intent_5c8f13edcad31df8,pend_5d2014c5a32e6d0c,300,54.972500,13.245875,0.000000
pos_70b5f5c4af58cf19,trade_4a9cd9fd1314bb81,fill_73a9a8c74746e6fd,pyramid_add,cand_1945fc7e9ee56ea5,intent_5c17cef10d43f13f,pend_89ff58222cc30141,400,12.846420,5.000000,258.168000
pos_88aaf0905f4287c6,trade_2c0d2b49ca7a398b,fill_5967ac86694af886,initial_entry,cand_80c6db01f912345d,intent_51e343af313ed9b6,pend_b8ec9e716db54463,700,20.410200,5.000000,628.880000
pos_70d3f927d3c3a2f7,trade_b57e7cdfb2c98867,fill_119b86ef14b8bda9,initial_entry,cand_3ae80a28564b45de,intent_38f0caf5f5f36a0d,pend_840c4eeede1fe4db,600,24.342165,5.146053,240.459000
pos_2baf23270dd48d21,trade_690914af4402157b,fill_b81843623ea8c159,initial_entry,cand_7d864c0fcbf662ac,intent_70120d647bfc5f7c,pend_11b7b1b01ea86036,200,13.676835,5.027354,79.567000
pos_2baf23270dd48d21,trade_690914af4402157b,fill_c6abb41a3c0e0cfa,pyramid_add,cand_7d864c0fcbf662ac,intent_70120d647bfc5f7c,pend_11b7b1b01ea86036,100,14.227110,5.014227,81.011000
pos_a54811c77833abda,trade_a5750a70656a7408,fill_ebec2d32dd662028,final_exit,cand_39bf731eeb7dcbe0,intent_ec9c3ddbb9032ad4,pend_b7f62430a22b14a8,100,116.021960,10.801098,0.000000
pos_70b5f5c4af58cf19,trade_4a9cd9fd1314bb81,fill_05c519175c8f3c81,final_exit,cand_1945fc7e9ee56ea5,intent_5c17cef10d43f13f,pend_89ff58222cc30141,600,12.593700,8.778110,0.000000
pos_88aaf0905f4287c6,trade_2c0d2b49ca7a398b,fill_68d7df2358d7412a,final_exit,cand_80c6db01f912345d,intent_51e343af313ed9b6,pend_b8ec9e716db54463,700,19.860065,11.951023,0.000000
pos_6324c5d79a7f9cbb,trade_d4f7b23434055e44,fill_5f05e0a8e87613b1,initial_entry,cand_b646ddef6a012dad,intent_33564f6392d0a728,pend_132099afb9571f19,400,24.392190,5.097569,611.516000
pos_2baf23270dd48d21,trade_690914af4402157b,fill_0469bc7545bba27c,final_exit,cand_7d864c0fcbf662ac,intent_70120d647bfc5f7c,pend_11b7b1b01ea86036,300,13.893050,7.125637,0.000000
pos_6324c5d79a7f9cbb,trade_d4f7b23434055e44,fill_4ce3ab096d839562,pyramid_add,cand_b646ddef6a012dad,intent_33564f6392d0a728,pend_132099afb9571f19,200,25.072530,5.050145,285.026000
pos_9fb714b480194ebc,trade_a12657d1193ad9bd,fill_19dd902b66daa0cb,initial_entry,cand_1fbc42cac20a6cfa,intent_4c30cccd3ad6512b,pend_a5c9f7874b9fb1f1,1000,13.466730,5.134667,991.330000
pos_8492250253d5951b,trade_1a837f48552dedd9,fill_a26a1c122227384e,initial_entry,cand_def9b3d307c35e5e,intent_9c86a3ea3b6319f6,pend_38d8e7da9bcae815,1100,4.682340,5.000000,267.234000
pos_70d3f927d3c3a2f7,trade_b57e7cdfb2c98867,fill_aa27b88e9539e22e,final_exit,cand_3ae80a28564b45de,intent_38f0caf5f5f36a0d,pend_840c4eeede1fe4db,600,23.918035,12.318919,0.000000
pos_39829662e811992a,trade_323479eff419395f,fill_dd0ed9fcb921afc7,initial_entry,cand_78b5ca38edf44b79,intent_d311a5b5ec901ea9,pend_d8074241e7aa25d9,300,12.126060,5.000000,212.718000
pos_10022c38a08e6605,trade_6ce26edaf985fb9d,fill_802ec50a17d32a45,initial_entry,cand_8736c81dc8b1fce6,intent_27ecd4d819fb11f7,pend_9e8d857952176d46,1200,11.935965,5.000000,857.958000
pos_8492250253d5951b,trade_1a837f48552dedd9,fill_ec888454a12157c5,final_exit,cand_def9b3d307c35e5e,intent_9c86a3ea3b6319f6,pend_38d8e7da9bcae815,1100,4.637680,7.550724,0.000000
