date,sector,heat_score,member_count,breadth_score,relative_strength_score,amount_score,momentum_score
2026-06-26,金融业,66.412621,70,45.714286,55.936199,100.000000,10.000000
2026-06-26,信息传输、软件和信息技术服务业,48.748821,151,31.788079,9.233694,75.000000,9.933775
2026-06-26,采矿业,36.759259,54,5.555556,0.000000,50.000000,3.703704
2026-06-26,电力、热力、燃气及水生产和供应业,36.033333,75,6.666667,0.000000,25.000000,18.666667
2026-06-29,金融业,71.830923,70,45.714286,55.323692,100.000000,65.714286
2026-06-29,信息传输、软件和信息技术服务业,56.510571,149,32.885906,29.465104,75.000000,34.228188
2026-06-29,采矿业,44.230769,52,7.692308,0.000000,50.000000,73.076923
2026-06-29,电力、热力、燃气及水生产和供应业,39.542254,71,8.450704,0.000000,25.000000,49.295775
2026-06-30,信息传输、软件和信息技术服务业,67.845109,146,41.780822,45.353040,75.000000,85.616438
2026-06-30,金融业,66.270295,70,47.142857,47.081180,100.000000,27.142857
2026-06-30,电力、热力、燃气及水生产和供应业,39.818841,69,13.043478,0.000000,25.000000,40.579710
2026-06-30,采矿业,39.519231,52,9.615385,0.000000,50.000000,21.153846
2026-07-01,金融业,80.215502,70,58.571429,66.290581,100.000000,90.000000
2026-07-01,信息传输、软件和信息技术服务业,70.124715,145,47.586207,55.050585,75.000000,69.655172
2026-07-01,采矿业,45.192308,52,11.538462,0.000000,50.000000,73.076923
2026-07-01,电力、热力、燃气及水生产和供应业,45.151515,66,16.666667,0.000000,25.000000,84.848485
2026-07-02,金融业,72.702523,70,54.285714,62.810093,100.000000,34.285714
2026-07-02,信息传输、软件和信息技术服务业,58.249648,145,42.758621,42.791697,50.000000,18.620690
2026-07-02,采矿业,46.153846,52,11.538462,0.000000,75.000000,57.692308
2026-07-02,电力、热力、燃气及水生产和供应业,39.833333,60,20.000000,0.000000,25.000000,23.333333
2026-07-03,金融业,75.610265,70,54.285714,72.441061,75.000000,64.285714
2026-07-03,信息传输、软件和信息技术服务业,60.288112,146,38.356164,47.179847,50.000000,39.041096
2026-07-03,采矿业,54.607843,51,29.411765,0.000000,100.000000,72.549020
2026-07-03,电力、热力、燃气及水生产和供应业,39.083333,60,8.333333,0.000000,25.000000,45.000000
2026-07-06,金融业,79.182508,70,60.000000,76.444318,75.000000,75.714286
2026-07-06,信息传输、软件和信息技术服务业,56.494390,143,33.566434,43.180356,50.000000,23.076923
2026-07-06,采矿业,53.830046,50,30.000000,2.920183,100.000000,56.000000
2026-07-06,电力、热力、燃气及水生产和供应业,38.928571,56,14.285714,0.000000,25.000000,28.571429
2026-07-07,金融业,72.985853,70,51.428571,72.514843,100.000000,20.000000
2026-07-07,信息传输、软件和信息技术服务业,54.807887,143,25.174825,45.105675,50.000000,22.377622
2026-07-07,采矿业,41.558971,50,10.000000,3.035882,75.000000,8.000000
2026-07-07,电力、热力、燃气及水生产和供应业,36.018519,54,11.111111,0.000000,25.000000,7.407407
2026-07-08,金融业,66.763018,69,46.376812,65.602797,50.000000,37.681159
2026-07-08,信息传输、软件和信息技术服务业,62.742253,140,30.714286,36.540441,100.000000,59.285714
2026-07-08,采矿业,47.667734,49,20.408163,1.487263,75.000000,46.938776
2026-07-08,电力、热力、燃气及水生产和供应业,37.788462,52,9.615385,0.000000,25.000000,28.846154
2026-07-09,信息传输、软件和信息技术服务业,71.891798,138,39.130435,55.683133,100.000000,81.884058
2026-07-09,金融业,69.745278,68,50.000000,66.039934,50.000000,57.352941
2026-07-09,采矿业,45.490160,49,14.285714,7.062682,75.000000,26.530612
2026-07-09,电力、热力、燃气及水生产和供应业,41.225490,51,13.725490,0.000000,25.000000,52.941176
